review,sentiment,tfidf_vector
"['definitely', 'must', 'see', 'fan', 'film', 'noirbr', 'thank', 'fine', 'script', 'crisp', 'razor', 'sharp', 'direction', 'top', 'cast', 'come', 'together', 'work', 'like', 'well', 'oil', 'clock', 'produce', 'crackerjack', 'psychological', 'thrillerbr', 'wonderful', 'characterizations', 'articulate', 'movies', 'powerful', 'message', 'racial', 'religious', 'tolerance', 'difficult', 'almost', 'unjust', 'single', 'one', 'particular', 'performance', 'isnt', 'weak', 'link', 'entire', 'company', 'robert', 'ryan', 'hateful', 'violent', 'white', 'supremacist', 'truly', 'spine', 'chillingbr', 'make', 'film', '1940s', 'would', 'take', 'lot', 'courage', 'nowall', 'years', 'later', 'time', 'contemporary', 'movies', 'dominate', 'ridiculous', 'abundance', 'foul', 'language', 'bare', 'breast', 'crummy', 'act', 'deafen', 'soundtracks', 'refresh', 'get', 'back', 'basics', 'quality', 'film', 'make', 'view', 'treat', 'like', 'crossfirebr', 'another', 'low', 'budget', 'gem', 'hollywood', 'archive']",positive,[0. 0. 0. ... 0. 0. 0.]
"['rent', 'movie', 'merit', 'trailer', 'show', 'course', 'sir', 'anthony', 'hopkinsbr', 'jackson', 'pollack', 'team', 'david', 'lynch', 'timothy', 'leary', 'make', 'movie', 'would', 'end', 'result', 'dont', 'think', 'ive', 'see', 'movie', 'like', 'make', 'lsd', 'trip', 'look', 'like', 'episode', 'sesame', 'streetbr', 'bunch', 'set', 'piece', 'character', 'flash', 'reality', 'various', 'realities', 'film', 'doesnt', 'culminate', 'anything', 'last', '5', 'minutes', 'sudden', 'make', 'sense', 'write', 'scathing', 'review', 'movie', 'review', 'blog', 'essentially', 'give', 'everything', 'away', 'wont', 'well', 'act', 'piece', 'cinema', 'soundtrack', 'write', 'sir', 'anthony', 'hopkins', 'let', 'say', 'theres', 'one', 'redeem', 'feature', 'film', 'music', 'fit', 'perfectly', 'dialogue', 'unbelievably', 'good', 'unbelievably', 'bad', 'timebr', 'enjoy', 'part', 'movie', 'truly', 'get', 'end', 'youll', 'actually', 'figure', 'whats', 'truly', 'go', 'unfortunate', 'wade', '2', 'hours', 'crazy', 'get', 'salient', 'point', 'minimize', 'effect', 'entire', 'moviebr', 'give', '3', '10', 'simple', 'fact', 'real', 'problem', 'film', 'isnt', 'act', 'everything']",negative,[0. 0. 0. ... 0. 0. 0.]
"['traveller', 'fire', 'burn', 'heart', 'youd', 'call', 'home', 'every', 'place', 'earth', 'none', 'give', 'enough', 'always', 'look', 'next', 'thing', 'believe', 'part', 'soul', 'somewhere', 'see', 'movie', 'youll', 'find', 'little', 'wonderful', 'piece', 'life', 'sit', 'next']",positive,[0. 0. 0. ... 0. 0. 0.]
"['forest', 'whitaker', 'clifton', 'collins', 'jr', 'light', 'ridiculously', 'melodramatic', 'piece', 'problems', 'low', 'income', 'area', 'school', 'topic', 'one', 'need', 'address', 'film', 'use', 'every', 'cliche', 'genre', 'come', 'textbook', 'popcorn', 'flick', 'character', 'cutouts', 'inner', 'city', 'version', 'breakfast', 'club', 'even', 'faculty', 'watch', 'children', 'turn', '13', '14', 'could', 'outlet', 'lesson', 'current', 'social', 'problems', 'anyone', 'older', 'nothing', 'something', 'watch', 'spit', '4', 'morning', 'recently', 'bravo', 'matter', 'fact', 'bravo']",negative,[0. 0. 0. ... 0. 0. 0.]
"['plenty', 'comment', 'already', 'post', 'say', 'exactly', 'felt', 'film', 'ill', 'keep', 'shortbr', 'grinch', 'think', 'marvellous', 'jim', 'carrey', 'truly', 'talented', 'physical', 'comedian', 'well', 'versatile', 'clever', 'actor', 'opinion', 'mike', 'myers', 'hand', 'get', 'laugh', 'annoy', 'use', 'like', 'much', 'waynes', 'world', 'marry', 'axe', 'murderer', 'days', 'ive', 'never', 'fond', 'austin', 'power', 'cat', 'hat', 'finish', 'film', 'horrible', 'gag', 'horrible', 'inappropriate', 'children', 'adult', 'content', 'fact', 'date', 'havent', 'amuse', 'anyone', '50', 'years', 'plot', 'messy', 'messy', 'messy', 'shame', 'really', 'children', 'likeable', 'mom', 'probably', 'could', 'pick', 'better', 'villain', 'alec', 'baldwin', 'could', 'pull', 'werent', 'myers', 'ugly', 'revolt', 'overact', 'portrayal', 'catbr', 'mean', 'myers', 'even', 'glance', 'script', 'one', 'write', 'actors', 'seem', 'one', 'cat', 'seem', 'wing', 'itbr', 'hand', 'would', 'like', 'mention', 'set', 'prop', 'marvellous', 'unfortunately', 'cant', 'save', 'filmbr', 'poor', 'dr', 'seuss', 'man', 'genius', 'dont', 'ruin', 'reputation', 'adapt', 'work', 'lazy', 'messy', 'waybr', '110']",negative,[0. 0. 0. ... 0. 0. 0.]
"['im', 'surprise', 'many', 'female', 'voters', 'even', 'give', 'film', 'better', 'mark', 'think', 'film', 'target', 'audience', 'adult', 'male', 'whip', 'torture', 'women', 'merciless', 'revenge', 'high', 'body', 'count', 'typical', 'ingredients', 'introduce', 'film', 'history', 'spaghetti', 'subgenre', 'open', 'handsmashing', 'django', 'ripoffs', 'shooter', 'however', 'lack', 'style', 'eg', 'django', 'score', 'act', 'cinematography', 'mediocre', 'best', 'look', 'mention', 'ingredients', 'right', 'place', 'actors', 'dont', 'italian', 'accentbr', '4', '10']",negative,[0. 0. 0. ... 0. 0. 0.]
"['matthau', 'lemmon', 'best', 'one', 'everyone', 'else', 'movie', 'also', 'great', 'dialogue', 'excellent', 'witty', 'scene', 'lemmons', 'character', 'attempt', 'clear', 'sinuses', 'restaurant', 'roll', 'floor', 'laughter', 'every', 'time', 'see', 'anyone', 'happen', 'see', 'great', 'sequel', 'turn', 'away', 'original', 'recommend', 'wonderful', 'movie', 'everyone', 'love', 'fact', 'jack', 'lemmon', 'play', 'character', 'straight', 'forward', 'tragic', 'overtones', 'add', 'hilariousness', 'opinion', 'two', 'great', 'guy', 'make', 'string', 'movies', 'together', 'one', 'best', 'doubt']",positive,[0. 0. 0. ... 0. 0. 0.]
"['incredible', 'film', 'cant', 'remember', 'last', 'time', 'saw', 'swedish', 'movie', 'layer', 'funny', 'tragic', 'compel', 'slice', 'swedish', 'small', 'town', 'life', 'crush', 'clichés', 'dwell', 'deeper', 'make', 'feel', 'connect', 'main', 'character', 'charactersbr', 'big', 'city', 'girl', 'trace', 'back', 'root', 'small', 'hometown', 'celebrate', 'father', '70th', 'birthday', 'cross', 'paths', 'people', 'hasnt', 'meet', 'several', 'years', 'although', 'story', 'isnt', 'unique', 'offer', 'fresh', 'approach', 'center', 'story', 'relationship', 'three', 'sisters', 'different', 'stag', 'life', 'arent', 'close', 'least', 'dont', 'realize', 'close', 'arebr', 'one', 'key', 'reason', 'make', 'easy', 'connect', 'people', 'film', 'immaculate', 'cast', 'first', 'im', 'please', 'fact', 'absolutely', 'socalled', 'alist', 'swedish', 'actors', 'film', 'usually', 'handful', 'actors', 'ability', 'find', 'way', 'almost', 'every', 'major', 'production', 'sweden', 'time', 'production', 'company', 'manage', 'keep', 'real', 'cast', 'actors', 'actually', 'seem', 'love', 'profession', 'sofia', 'helin', 'probably', 'first', 'swedish', 'actress', 'since', 'eva', 'röse', 'prove', 'dont', 'need', 'word', 'convey', 'emotionbr', 'write', 'also', 'appeal', 'dialogue', 'believable', 'compare', 'swedish', 'film', 'past', 'year', 'two', 'ahead', 'miles', 'maria', 'blom', 'control', 'everything', 'begin', 'didnt', 'know', 'would', 'never', 'guess', 'first', 'time', 'write', 'direct', 'feature', 'length', 'film', 'cant', 'wait', 'next', 'onebr', 'start', 'watch', 'really', 'want', 'see']",positive,[0. 0. 0. ... 0. 0. 0.]
"['bad', 'well', 'compare', 'movie', 'cannibal', 'holocaust', 'citizen', 'kane', 'theres', 'stilted', 'act', 'atrocious', 'dialogue', 'half', 'bake', 'plot', 'like', 'companion', 'piece', 'way', 'much', 'way', 'screen', 'animal', 'slaughter', 'actually', 'do', 'unlike', 'holocaust', 'ferox', 'straight', 'forward', 'movie', 'doesnt', 'pretend', 'pseudo', 'documentary', 'ways', 'help', 'production', 'film', 'sharp', 'crisp', 'compare', 'holocausts', 'graininess', 'unfortunately', 'give', 'group', 'people', 'morally', 'reprehensible', 'torture', 'natives', 'essentially', 'bring', 'everything', 'get', 'upon', 'theres', 'really', 'nothing', 'film', 'make', 'worth', 'fairly', 'lenient', 'review', 'holocaust', 'due', 'actual', 'attempt', 'statement', 'style', 'feroxs', 'case', 'reason', 'watch', 'unless', 'solely', 'get', 'blood', 'gore']",negative,[0. 0. 0. ... 0. 0. 0.]
"['secondary', 'actors', 'try', 'really', 'hard', 'camera', 'shots', 'desert', 'quite', 'lovely', 'otherwise', 'film', 'horriblebr', 'william', 'shatners', 'character', 'harvey', 'amateur', 'screenwriter', 'hes', 'also', 'psychopath', 'man', 'quite', 'literally', 'escape', 'mental', 'institution', 'point', 'film', 'amateur', 'screenwriters', 'psychopaths', 'harvey', 'anything', 'get', 'script', 'read', 'turn', 'movie', 'even', 'mean', 'take', 'film', 'crew', 'hostage', 'amateur', 'screenwriters', 'grovel', 'maybe', 'dobr', 'film', 'setup', 'way', 'long', 'dont', 'get', 'point', 'story', 'well', 'second', 'half', 'first', 'half', 'dart', 'flit', 'among', 'assort', 'charactersbr', 'shoot', 'shoot', 'tout', 'comedy', 'find', 'totally', 'funny', 'dialogue', 'contain', 'subtext', 'none', 'character', 'believable', 'real', 'people', 'theyre', 'stick', 'figure', 'perform', 'action', 'way', 'resemble', 'cartoon', 'character', 'indeed', 'film', 'basically', 'cartoon', 'adults', 'silly', 'inane', 'birdbrainedbr', 'understand', 'actors', 'film', 'need', 'money', 'exposure', 'insiders', 'shatner', 'harry', 'hamlin', 'maybe', 'shatner', 'want', 'comedy', 'roles', 'best', 'hamlin', 'desperate', 'money', 'use', 'respect', 'actor', 'happenedbr', 'even', 'though', 'story', 'suppose', 'satire', 'come', 'across', 'putdown', 'amateur', 'screenwriters', 'maybe', 'wasnt', 'intent', 'thats', 'certainly', 'film', 'interpret', 'script', 'poorly', 'write']",negative,[0. 0. 0. ... 0. 0. 0.]
"['movie', 'simply', 'bad', 'first', 'story', 'weird', 'good', 'write', 'leave', 'question', 'youre', 'finish', 'sometimes', 'thats', 'ok', 'casebr', 'act', 'nothing', 'write', 'home', 'adults', 'ok', 'job', 'kid', 'take', 'consideration', 'kid', 'good', 'job', 'think', 'lead', 'role', 'ian', 'costello', 'mickey', 'worst', 'well', 'honest', 'im', 'sure', 'lead', 'role', 'never', 'quite', 'figure', 'movie', 'mickey', 'petebr', 'shots', 'stand', 'nothing', 'exit', 'cinematography', 'sound', 'however', 'better', 'nice', 'score', 'little', 'adventure', 'kind', 'score', 'though', 'didnt', 'look', 'like', 'adventure', 'film', 'elements', 'adventure', 'film', 'drama', 'however', 'hard', 'tell', 'film', 'mean', 'children', 'hardly', 'much', 'language', 'violence', 'adults', 'dont', 'know', 'many', 'elements', 'childrens', 'movie', 'like', 'adult', 'movie', 'children', 'movie', 'wrappingbr', 'story', 'weird', 'dont', 'much', 'idea', 'really', 'throw', 'right', 'without', 'know', 'anything', 'time', 'reference', 'something', 'felt', 'know', 'fact', 'childrens', 'parent', 'dead', 'instance', 'mickey', 'blame', 'pete', 'expect', 'get', 'know', 'happen', 'never', 'gotbr', 'together', 'movie', 'bad', 'waste', 'time', 'drive', 'nothing', 'really', 'move', 'story', 'forward', 'spend', 'saturday', 'night']",negative,[0. 0. 0. ... 0. 0. 0.]
"['though', 'hal', 'hartleys', 'best', 'work', 'personal', 'favorite', 'survive', 'desire', 'still', 'much', 'like', 'movie', 'especially', 'fan', 'hartleys', 'dialogues', 'even', 'audiences', 'new', 'hartley', 'would', 'definitely', 'recommend', 'movie', 'sophomoric', 'dogma', 'movie', 'intelligent', 'truer', 'source', 'material', 'bible', 'fun', 'premillennium', 'apocalypse', 'moviesbr', 'movie', 'actually', 'part', 'french', '2000', 'see', '2000', 'par', 'vu', 'series', 'perhaps', 'even', 'lowerbudget', 'film', 'hartleys', 'work', 'need', 'simple', 'scenes', 'shoot', 'digital', 'camera', 'understandable', 'context', 'main', 'problem', 'movie', 'unfortunate', 'overuse', 'blurryjittery', 'effect', 'id', 'happy', 'never', 'see', 'effect', 'use', 'movie', 'especially', 'begin', 'almost', 'make', 'movie', 'unwatchable', 'overlook', 'flaw', 'youll', 'treat', 'fine', 'film', 'especially', 'notable', 'magdalena', 'play', 'pj', 'harvey', 'relate', 'jesus', 'save', 'stone', 'death', 'short', 'scene', 'find', 'surprisingly', 'move', 'despite', 'fact', 'mary', 'magdalene', 'happen', 'woman', 'bible', 'unnamedbr']",positive,[0. 0. 0. ... 0. 0. 0.]
"['buy', '3', 'ok', 'title', 'grey', 'matter', 'novelty', 'see', 'sherriff', 'roscoe', 'nondukesofhazzard', 'role', 'intrigue', 'reviewers', 'warn', 'pretty', 'bore', 'tale', 'top', 'secret', 'government', 'experiment', 'go', 'awrybr', 'yes', 'plenty', 'establish', 'shots', 'especially', 'house', 'pool', 'front', 'character', 'interiors', 'nondescript', 'guess', 'filmmakers', 'worry', 'might', 'forget', 'keep', 'tip', 'us', 'first', 'show', 'outside', 'buildings', 'actually', 'kinda', 'funny', 'awhile', 'pool', 'shoot', 'feel', 'like', 'tv', 'channel', 'station', 'identification', 'logo', 'remind', 'us', 'watch', 'grey', 'matterbr', 'also', 'enjoy', 'two', 'bouts', 'namecalling', 'one', 'point', 'angry', 'test', 'subject', 'taunt', 'somebody', 'charge', 'call', 'scientific', 'btch', 'inadequate', 'insult', 'several', 'scenes', 'later', 'different', 'subject', 'let', 'steam', 'mutter', 'scientific', 'btard', 'sound', 'awkward', 'mebr', 'someday', 'movie', 'disappear', 'forever', 'another', 'decade', 'likely', 'impossible', 'find', 'copy', 'almost', 'like', 'never', 'happenedbr']",negative,[0. 0. 0. ... 0. 0. 0.]
"['bite', 'trivia', 'point', 'scene', 'early', 'movie', 'homer', 'watch', 'attempt', 'december', '6', '1957', 'least', 'video', 'use', 'tv', 'watch', 'show', 'vangard', 'launch', 'attempt', 'failedbr', 'next', 'show', 'read', 'dictate', 'letter', 'dr', 'von', 'braun', 'offer', 'condolences', 'failurebr', 'von', 'braun', 'marshall', 'space', 'flight', 'center', 'huntsville', 'work', 'army', 'vanguard', 'project', 'early', 'nasa', 'team', 'soon', 'become', 'goddard', 'space', 'flight', 'centerbr', 'army', 'rush', 'jupiterc', 'essentially', 'us', 'make', 'v2', 'technology', 'work', 'launch', 'satellite', 'response', 'russias', 'success', 'sputnikbr', 'error', 'may', 'actually', 'make', 'homer', 'notoriety', 'von', 'braun', 'team', 'didnt', 'attempt', 'fail', 'fact', 'underlie', 'redstone', 'fly', '52', 'first', 'us', 'man', 'rat', 'booster', 'use', 'shepards', 'sub', 'orbital', 'flight', 'well', 'grissomsbr', 'sort', 'movie', 'good', 'hopefully', 'inspire', 'people', 'read', 'spot', 'bits', 'trivia', 'process', 'see', 'do', 'inspire']",positive,[0. 0. 0. ... 0. 0. 0.]
"['enjoy', 'movie', 'much', 'kristy', 'swanson', 'omar', 'epps', 'ice', 'cube', 'great', 'movie', 'deal', 'many', 'issue', 'didnt', 'know', 'go', 'like', 'singelton', 'terrific', 'job', 'create', 'character', 'really', 'care']",positive,[0. 0. 0. ... 0. 0. 0.]
"['52pick', 'never', 'get', 'respect', 'work', 'many', 'level', 'complicate', 'followable', 'plot', 'actors', 'involve', 'give', 'finest', 'performances', 'annmargret', 'roy', 'scheider', 'john', 'glover', 'perfectly', 'cast', 'provide', 'deep', 'character', 'portrayals', 'notable', 'vanity', 'parlay', 'serious', 'act', 'career', 'give', 'unexpected', 'ability', 'show', 'kelly', 'preston', 'whos', 'character', 'haunt', 'days', 'anyone', 'like', 'action', 'combine', 'gritty', 'complicate', 'story', 'enjoy']",positive,[0. 0. 0. ... 0. 0. 0.]
"['teenage', 'exorcist', 'one', 'godawful', 'film', 'video', 'make', 'viewer', 'give', 'expectations', 'decent', 'entertainment', 'low', 'brow', 'sexual', 'antic', 'adolescent', 'humour', 'empty', 'write', 'film', 'deliver', 'exactly', 'try', 'deliver', 'girl', 'move', 'house', 'baron', 'de', 'sadehmmm', 'live', 'finally', 'draw', 'inner', 'demon', 'sister', 'brotherinlaw', 'along', 'irish', 'priest', 'boyfriend', 'pizza', 'delivery', 'boy', 'try', 'save', 'exorcise', 'demon', 'well', 'much', 'way', 'horror', 'suspense', 'fact', 'one', 'line', 'film', 'pretty', 'much', 'sum', 'expect', 'mikethe', 'girls', 'brotherinlaw', 'tie', 'herthe', 'name', 'diane', 'way', 'play', 'brinke', 'stevens', 'try', 'chainsaw', 'sister', 'remove', 'gag', 'mouth', 'say', 'something', 'like', 'wont', 'last', 'gag', 'see', 'tonight', 'indeed', 'special', 'effect', 'cheesy', 'poorly', 'craft', 'film', 'make', 'use', 'play', 'comedic', 'appeal', 'line', 'situations', 'funny', 'robert', 'quarry', 'old', 'count', 'yorga', 'really', 'steal', 'scenes', 'irish', 'priest', 'ham', 'wail', 'biblical', 'verse', 'croon', 'irish', 'songs', 'know', 'trouble', 'however', 'eddie', 'deezen', 'get', 'top', 'bill', 'deezen', 'schtick', 'couple', 'nice', 'moments', 'well', 'material', 'threadbare', 'anything', 'teenage', 'sophomoric', 'time', 'filler', 'michael', 'berryman', 'hill', 'eye', 'also', 'brief', 'interest', 'cameo', 'film', 'thespians', 'well', 'pretty', 'good', 'pretty', 'mediocre', 'stevens', 'lovely', 'fishnet', 'stockings', 'frenchcut', 'panties', 'beyond', 'dont', 'expect', 'much', 'sister', 'play', 'elena', 'sahagun', 'show', 'bite', 'brinkea', 'lovely', 'young', 'lady', 'way', 'act', 'brinke', 'miles', 'husband', 'play', 'jay', 'richardson', 'show', 'ability', 'act', 'funny', 'amidst', 'mediocrity', 'bad', 'film', 'waste', 'little', 'time', 'involve', 'think', 'robert', 'quarry', 'fan', 'watch', 'performance', 'least']",negative,[0. 0. 0. ... 0. 0. 0.]
"['wenders', 'great', 'million', 'hoteli', 'dont', 'know', 'come', 'film', 'idea', 'give', 'situation', 'spt11', 'view', 'american', 'society', 'hopefulthat', 'make', '2', 'tenbut', 'movieis', 'best', 'someone', 'great', 'ideathe', 'westeast', 'clashthere', 'important', 'things', 'go', 'middle', 'east', 'issue', 'screen', 'mac', 'finger', 'amerian', 'girl', 'actually', 'level', 'stupiditybecause', 'ignorant', 'factsthe', 'character', 'well', 'shapedand', 'important', 'thing', 'idea', 'give', 'religion', 'somehow', 'funny', 'meat', 'end', 'scene', 'lana', 'say', 'let', 'quiet', 'try', 'listenand', 'background', 'music', 'say', 'praythe', 'thing', 'religion', 'actuallybut', 'end', 'thishow', 'gon', 'na', 'see', 'truth', 'close', 'eye', 'praythe', 'light', 'already', 'shin', 'truthits', 'nobody', 'want', 'see', 'ps', 'home', 'placeit', 'peoplethe', 'thing', 'get', '10', '10', 'sentencebut', 'waste', 'behind', 'film', 'make', 'way', 'someone', 'mention', 'americas', 'finest', 'young', 'man', 'finestthey', 'poor', 'hopeless', 'ones', 'sign', 'army', 'need', 'good', 'paychecks', 'provide', 'government']",negative,[0. 0. 0. ... 0. 0. 0.]
"['low', 'budget', 'enterprise', 'filmmakers', 'manufacture', 'distribute', 'dvds', 'perhaps', 'shouldnt', 'expect', 'much', 'break', 'disc', 'form', 'yet', 'whats', 'remarkable', 'whole', 'achievement', 'fact', 'release', 'come', 'enough', 'extras', 'shame', 'jam', 'cameron', 'dvd', 'decidedly', 'fine', 'presentationbr', 'regard', 'latter', 'major', 'flaw', 'break', 'come', 'nonanamorphic', 'transfer', 'otherwise', 'get', 'film', 'original', '1851', 'ratio', 'demonstrate', 'technical', 'flaw', 'look', 'pretty', 'much', 'expect', 'indeed', 'give', 'ferraris', 'hand', 'approach', 'put', 'disc', 'together', 'pretty', 'much', 'guarantee', 'factbr', 'also', 'true', 'soundtrack', 'offer', 'dd20', 'dd51', 'mix', 'whilst', 'im', 'uncertain', 'deem', 'original', 'fact', 'ferrari', 'involvement', 'mean', 'neither', 'consider', 'inferior', 'indeed', 'though', 'dd51', 'may', 'offer', 'atmosphere', 'view', 'experience', 'owe', 'manner', 'utilize', 'score', 'equally', 'fine', 'free', 'technical', 'flawsbr', 'extras', 'disc', 'positively', 'overwhelm', 'take', 'look', 'sidebar', 'right', 'screen', 'youll', 'notice', 'numerous', 'commentaries', 'load', 'featurettes', 'various', 'galleries', 'indeed', 'give', 'manner', 'everything', 'break', 'minute', 'chunk', 'rather', 'compile', 'lengthy', 'documentary', 'really', 'little', 'discuss', 'anatomy', 'stunt', 'featurette', 'example', 'exactly', 'claim', 'go', 'rest', 'piece', 'get', 'coverage', 'pretty', 'much', 'ever', 'aspect', 'brokens', 'preproduction', 'production', 'postproduction', 'whilst', 'may', 'preferable', 'find', 'easily', 'digestible', 'overall', 'make', 'manner', 'get', 'easy', 'access', 'whatever', 'special', 'feature', 'may', 'wish', 'viewbr', 'various', 'piece', 'perhaps', 'commentaries', 'need', 'kind', 'discussion', 'theres', 'also', 'predictable', 'air', 'chat', 'track', 'one', 'involve', 'actors', 'overly', 'jokey', 'doesnt', 'take', 'film', 'seriously', 'ferraris', 'piece', 'incredibly', 'enthusiastic', 'whole', 'thing', 'technical', 'ones', 'well', 'extremely', 'technical', 'course', 'also', 'get', 'crossover', 'whats', 'cover', 'elsewhere', 'discs', '19', 'minutes', 'none', 'piece', 'outstay', 'welcome', 'indeed', 'fine', 'extras', 'package']",positive,[0. 0. 0. ... 0. 0. 0.]
"['child', 'sexploitation', 'one', 'serious', 'issue', 'face', 'world', 'today', 'fear', 'film', 'topic', 'would', 'jump', 'straight', 'scenes', 'explicitly', 'sexual', 'nature', 'order', 'shock', 'disturb', 'audience', 'see', 'trade', 'holly', 'one', 'film', 'move', 'want', 'actually', 'see', 'change', 'international', 'laws', 'felt', 'like', 'poor', 'attempt', 'make', 'cry', 'five', 'minutes', 'emotive', 'music', 'odd', 'suicide', 'believe', 'turn', 'issue', 'hollywood', 'tear', 'jerker', 'useful', 'necessary', 'strategy', 'adopt', 'must', 'commend', 'make', 'holly', 'engage', 'subtly', 'powerfully', 'terrible', 'condition', 'children', 'sadly', 'force', 'endure', 'trade', 'waver', 'serious', 'stupid', 'scenes', 'involve', 'death', 'cat', 'come', 'image', 'represent', 'children', 'force', 'commit', 'horrendous', 'act', 'find', 'unengaging', 'time', 'offensive', 'cause', 'want', 'cheap', 'laugh', 'would', 'sign', 'film', 'child', 'traffic', 'anyone', 'would', 'like', 'watch', 'powerful', 'film', 'actually', 'mean', 'something', 'would', 'suggest', 'save', 'money', 'cinema', 'ticket', 'release', 'holly']",positive,[0. 0. 0. ... 0. 0. 0.]
"['say', 'much', 'film', 'much', 'say', 'much', 'talk', 'good', 'thing', 'movie', 'favorite', 'character', 'atlantis', 'lose', 'empire', 'back', 'several', 'bad', 'things', 'movie', 'horrible', 'character', 'horrible', 'comedy', 'horrible', 'animation', 'jam', 'arnold', 'taylor', 'try', 'copy', 'wonderful', 'one', 'michael', 'j', 'fox', 'milo', 'jam', 'thatch', 'reason', 'criticisms', 'character', 'change', 'something', 'never', 'never', 'animation', 'downgrade', 'lowest', 'extent', 'possible', 'finally', 'would', 'somebody', 'wonderful', 'voiceover', 'work', 'obiwan', 'kenobi', 'clone', 'war', 'want', 'copy', 'michael', 'j', 'fox', 'happen', 'answer', 'person', 'think', 'copy', 'eddie', 'murphy', 'mulan', 'mulan', 'ii', 'yes', 'sadly', 'truebr']",negative,[0. 0. 0. ... 0. 0. 0.]
"['whoa', 'twin', 'cities', 'station', 'show', 'big', 'bad', 'movie', 'monday', 'friday', 'tonights', 'nugget', 'film', 'carrie', 'fisher', 'call', 'shes', 'back', 'really', 'annoy', 'woman', 'end', 'get', 'murder', 'thugs', 'break', 'house', 'bea', 'beatrice', 'come', 'back', 'haunt', 'husband', 'want', 'seek', 'revenge', 'killers', 'hence', 'shes', 'back', 'wont', 'let', 'rest', 'irritate', 'endlessly', 'viewers', 'movie', 'truly', 'one', 'worst', 'movies', 'ive', 'ever', 'see', 'hey', 'like', 'bad', 'movies', 'though', 'fave', 'movie', 'xanadu', 'really', 'shake', 'head', 'throughout', 'whole', 'film', 'wonder', 'think', 'would', 'good', 'idea', 'movie', 'bea', 'annoy', 'plot', 'silly', 'act', 'bad', 'story', 'well', 'get', 'drift', 'anyway', 'wan', 'na', 'see', 'really', 'bad', 'movie', 'really', 'really', 'bad', 'movie', 'check', 'one', 'wont', 'disappoint', 'heh']",negative,[0. 0. 0. ... 0. 0. 0.]
"['although', 'fan', 'heather', 'thomas', 'old', 'bikini', 'posters', 'around', 'somewhere', 'honestly', 'say', 'movie', 'ever', 'see', 'cyclone', 'would', 'never', 'able', 'guess', 'make', 'far', 'show', 'businessbr', 'direct', 'fred', 'olen', 'ray', 'good', 'omen', 'see', 'buzzards', 'circle', 'head', 'desert', 'tale', 'woman', 'thomas', 'must', 'protect', 'hightech', 'motorcycle', 'unscrupulous', 'type', 'b', 'movie', 'get', 'fred', 'olens', 'case', 'b', 'minusbr', 'cast', 'tell', 'something', 'every', 'movie', 'combine', 'thomas', 'actors', 'calibre', 'beswick', 'hall', 'comb', 'donahue', 'tamblyn', 'landau', 'youre', 'lucky', 'movies', 'even', 'though', 'seem', 'fun', 'shouldnt', 'fun', 'pass', 'audience', 'vote', 'yes', 'seem', 'vote', 'nobr', 'course', 'ever', 'want', 'see', 'heather', 'deliver', 'uppercut', 'another', 'woman', 'use', 'f', 'word', 'get', 'hook', 'battery', 'cable', 'youve', 'probably', 'look', 'one', 'ill', 'content', 'old', 'fall', 'guy', 'rerunsbr', 'one', 'star', 'give', 'hop', 'another', 'cyclone', 'hit', 'town', 'heather', 'run', 'shelter', 'know']",negative,[0. 0. 0. ... 0. 0. 0.]
"['surprise', 'good', 'word', 'movie', 'time', '80s', 'entertain', 'engage', 'story', 'cast', 'good', 'story', 'good', 'special', 'effect', 'remarkable', 'time', 'period', 'deserve', '810']",positive,[0. 0. 0. ... 0. 0. 0.]
"['see', 'film', 'rather', 'set', 'film', 'early', 'teens', 'irrevocably', 'change', 'idea', 'possibilities', 'human', 'interaction', 'range', 'potential', 'experience', 'monumental', 'exploration', 'individuals', 'historical', 'set', 'reveal', 'full', 'body', 'intense', 'every', 'human', 'existence', 'people', 'portray', 'experience', 'smallest', 'largest', 'internal', 'external', 'phenomena', 'detail', 'greatest', 'artistry', 'perception', 'edgar', 'reitz', 'display', 'fabulous', 'appreciation', 'human', 'motivations', 'longingsbr', 'phenomena', 'set', 'immense', 'time', 'allow', 'length', 'work', 'one', 'can', 'not', 'help', 'apprehend', 'force', 'vivacity', 'happiness', 'defeat', 'lust', 'love', 'sadness', 'melancholy', 'person', 'feel', 'saw', 'film', 'perceive', 'future', 'experience', 'life', 'would', 'inevitably', 'twist', 'oscillate', 'due', 'intend', 'accidental', 'events', 'acquire', 'feel', 'longevity', 'mean', 'reflect', 'upon', 'past', 'live', 'memories', 'contexts', 'masterpiece', 'revelation', 'wish', 'bbc', 'would', 'screen', 'againbr', 'anyone', 'know', 'get', 'copy', 'could', 'contact']",positive,[0. 0. 0. ... 0. 0. 0.]
"['film', 'see', 'want', 'intellectually', 'stimulate', 'want', 'lot', 'fun', 'theater', 'however', 'one', 'lot', 'snappy', 'banterand', 'really', 'cheesy', 'banter', 'mos', 'def', 'seth', 'green', 'funny', 'comic', 'relief', 'excite', 'creative', 'heist', 'chase', 'scenes', 'mark', 'wahlberg', 'charlize', 'theronsexyare', 'appeal', 'lead', 'donald', 'sutherland']",positive,[0. 0. 0. ... 0. 0. 0.]
